Website,URL
pesacheck.org,https://pesacheck.org/faux-la-tour-eiffel-na-pas-pris-feu-en-janvier-2024-a31fdbf7b023?source=---------3-----------------------
pesacheck.org,https://pesacheck.org/faux-cette-image-ne-montre-pas-le-pr%C3%A9sident-congolais-tshisekedi-embarquant-pour-litalie-en-2024-80fa003a4730?source=---------9-----------------------
stopintox.cm,https://stopintox.cm/2021/01/20/oui-la-dgsn-a-rendu-publics-des-numeros-whatsapp-pour-suivre-la-production-de-sa-cni/
stopintox.cm,https://stopintox.cm/2021/05/27/cameroun-le-bepc-2021-aura-bien-lieu-du-14-au-18-juin/
stopintox.cm,https://stopintox.cm/2019/07/04/oui-le-chocolat-mambo-est-un-produit-made-in-cameroun-meme-si-lentreprise-qui-le-produit-est-a-capitaux-etrangers/
stopintox.cm,https://stopintox.cm/2024/06/10/non-la-video-dans-laquelle-on-voit-samuel-etoo-avoir-un-entretien-avec-le-ministre-narcisse-mouelle-kombi-na-pas-ete-tournee-lors-du-match-cameroun-contre-le-cap-vert/
stopintox.cm,https://stopintox.cm/2024/04/26/annie-payep-nlepe-il-faut-adopter-une-loi-qui-oblige-les-detenteurs-du-pouvoir-public-a-repondre-aux-journalistes/
stopintox.cm,https://stopintox.cm/2024/04/18/non-cole-palmer-na-pas-les-origines-camerounaises/
stopintox.cm,https://stopintox.cm/gestion-des-corrections/
organicfarming.org.uk,http://organicfarming.org.uk/high-yield-seeds/
tafnied.com,https://tafnied.com/%d8%af%d8%b1%d9%88%d8%a8-%d8%a7%d9%84%d8%b8%d9%84%d8%a7%d9%85-%d8%ae%d9%81%d8%a7%d9%8a%d8%a7-%d8%a7%d9%84%d9%87%d8%ac%d8%b1%d8%a9-%d8%ba%d9%8a%d8%b1-%d8%a7%d9%84%d8%b4%d8%b1%d8%b9%d9%8a%d8%a9/
medium.com,https://medium.com/@tbobwoge/ghana-will-always-be-a-county-that-sells-africans-to-the-west-936e17faf5a5?source=topic_portal---recommended_stories---burkina_faso---6-84--------------------a67dc025_9731_4a56_a1eb_d8353f4434ea-------
medium.com,https://medium.com/@tbobwoge/catholic-racists-saint-davids-church-willow-grove-immigrants-bring-diseases-are-dirty-04d01db9ade8?source=topic_portal---recommended_stories---burkina_faso---2-84--------------------a67dc025_9731_4a56_a1eb_d8353f4434ea-------
medium.com,https://medium.com/@tigerrifkinwittyobserver/the-young-lion-who-roared-against-french-colonialism-in-africa-a5c5f448e788?source=topic_portal---recommended_stories---burkina_faso---0-84--------------------a67dc025_9731_4a56_a1eb_d8353f4434ea-------
medium.com,https://medium.com/disinfo-africa/burkina-faso-pro-russian-campaigns-leading-up-to-the-coup-940b229849f2?source=topic_portal---recommended_stories---burkina_faso---7-85--------------------a67dc025_9731_4a56_a1eb_d8353f4434ea-------
medium.com,https://medium.com/usaid-2030/community-catalysts-for-change-a004363c7ab9?source=topic_portal---recommended_stories---burkina_faso---3-85--------------------a67dc025_9731_4a56_a1eb_d8353f4434ea-------
medium.com,https://medium.com/@sbmintel/safe-haven-7b894d49d868?source=topic_portal---recommended_stories---burkina_faso---4-84--------------------a67dc025_9731_4a56_a1eb_d8353f4434ea-------
medium.com,https://medium.com/@dwomowale/what-the-aes-means-for-africa-1d7680f8444f?source=topic_portal---recommended_stories---burkina_faso---5-85--------------------a67dc025_9731_4a56_a1eb_d8353f4434ea-------
www.konbini.com,https://www.konbini.com/popculture/cest-quoi-cette-video-de-la-tour-eiffel-en-feu-qui-tourne-sur-les-reseaux-sociaux/
medium.com,https://medium.com/jobs-at-medium/work-at-medium-959d1a85284e?source=post_page-----a31fdbf7b023--------------------------------
medium.com,https://medium.com/jobs-at-medium/work-at-medium-959d1a85284e?source=post_page-----80fa003a4730--------------------------------
mbote.cd,https://mbote.cd/actualites/politique/felix-tshisekedi-en-france-le-11-novembre-pour-accroitre-les-relations-avec-paris/21341/
www.diaspordc.com,https://www.diaspordc.com/rdc-f-tshisekedi-a-quitte-sotchi-avec-notamment-un-contrat-de-500-millions-usd-signe-dans-le-domaine-de-transport/
medium.com,https://medium.com/world-food-programme-insight/as-burundi-confronts-deadly-floods-an-eu-financed-initiative-is-softening-the-blow-f434286a928b?source=topic_portal---recommended_stories---burundi---7-85--------------------998b7a95_ea5e_41e0_b514_8915ad6cc0d3-------
medium.com,https://medium.com/@kashifghallu123/reflection-and-hope-the-impact-of-ndadayes-vision-on-future-generations-20da0ac1c2e6?source=topic_portal---recommended_stories---burundi---6-84--------------------998b7a95_ea5e_41e0_b514_8915ad6cc0d3-------
medium.com,https://medium.com/world-food-programme-insight/feeding-the-future-the-smart-way-in-burundi-f4b910335b76?source=topic_portal---recommended_stories---burundi---5-85--------------------998b7a95_ea5e_41e0_b514_8915ad6cc0d3-------
medium.com,https://medium.com/@isabellagrandic/bujumbura-for-first-time-visitors-3bb23051e26c?source=topic_portal---recommended_stories---burundi---3-85--------------------998b7a95_ea5e_41e0_b514_8915ad6cc0d3-------
medium.com,https://medium.com/@powerafrica/mubuga-solar-a-blueprint-for-independent-power-producer-led-energy-growth-in-burundi-920c546e337b?source=topic_portal---recommended_stories---burundi---0-84--------------------998b7a95_ea5e_41e0_b514_8915ad6cc0d3-------
medium.com,https://medium.com/world-food-programme-insight/building-equality-in-burundi-through-inclusive-social-protection-bab683289c20?source=topic_portal---recommended_stories---burundi---2-84--------------------998b7a95_ea5e_41e0_b514_8915ad6cc0d3-------
medium.com,https://medium.com/@realjema/200-small-business-ideas-for-africans-39da6ec444bd?source=topic_portal---recommended_stories---cameroon---5-85--------------------bbbbe634_4de0_4ded_a202_2422c394f88c-------
medium.com,https://medium.com/@funwikelseandohnwi/the-future-is-here-deepseeks-ai-innovations-global-advancements-and-my-hope-for-cameroon-s-role-2c935e47bfa9?source=topic_portal---recommended_stories---cameroon---2-85--------------------bbbbe634_4de0_4ded_a202_2422c394f88c-------
medium.com,https://medium.com/@ckellypride/a-rage-cry-and-emotional-catharsis-kieleh-the-e-p-by-forbin-audrey-f11b8b12da7d?source=topic_portal---recommended_stories---cameroon---0-84--------------------bbbbe634_4de0_4ded_a202_2422c394f88c-------
medium.com,https://medium.com/@henrikouam/trade-policy-uncertainty-clouds-world-outlook-80b1f31449e0?source=topic_portal---recommended_stories---cameroon---3-84--------------------bbbbe634_4de0_4ded_a202_2422c394f88c-------
medium.com,https://medium.com/scrittura/the-ascent-of-mount-cameroon-38be40695594?source=topic_portal---recommended_stories---cameroon---4-107--------------------bbbbe634_4de0_4ded_a202_2422c394f88c-------
medium.com,https://medium.com/@writer_62675/a-view-on-the-concept-of-authenticity-and-art-from-the-cameroonian-grasslands-0832e48b6951?source=topic_portal---recommended_stories---cameroon---1-107--------------------bbbbe634_4de0_4ded_a202_2422c394f88c-------
medium.com,https://medium.com/@survivalinternational/stop-green-genocide-in-cameroon-508008d32f12?source=topic_portal---recommended_stories---cameroon---6-84--------------------bbbbe634_4de0_4ded_a202_2422c394f88c-------
medium.com,https://medium.com/@TellYourStoryCameroon237/frenemies-a-plague-to-any-personal-or-societal-progress-091693becb14?source=topic_portal---recommended_stories---cameroon---7-85--------------------bbbbe634_4de0_4ded_a202_2422c394f88c-------
stopintox.cm,https://stopintox.cm/2021/04/20/non-le-personnel-soignant-de-lhopital-laquintinie-na-pas-boycotte-le-vaccin-anti-covid19/#respond
stopintox.cm,https://stopintox.cm/2021/04/23/non-la-video-montrant-un-echange-de-tirs-na-pas-ete-tournee-au-tchad/#respond
stopintox.cm,https://stopintox.cm/2021/04/20/non-le-personnel-soignant-de-lhopital-laquintinie-na-pas-boycotte-le-vaccin-anti-covid19/
stopintox.cm,https://stopintox.cm/2021/04/20/non-le-personnel-soignant-de-lhopital-laquintinie-na-pas-boycotte-le-vaccin-anti-covid19/#more-1231
stopintox.cm,https://stopintox.cm/2021/04/06/non-nestle-ne-celebre-pas-son-80eme-anniversaire/#respond
stopintox.cm,https://stopintox.cm/2021/04/23/non-la-video-montrant-un-echange-de-tirs-na-pas-ete-tournee-au-tchad/
stopintox.cm,https://stopintox.cm/2021/04/23/non-la-video-montrant-un-echange-de-tirs-na-pas-ete-tournee-au-tchad/#more-1244
stopintox.cm,https://stopintox.cm/2021/04/06/non-nestle-ne-celebre-pas-son-80eme-anniversaire/
stopintox.cm,https://stopintox.cm/2021/04/06/non-nestle-ne-celebre-pas-son-80eme-anniversaire/#more-1222
iyamagazine.com,https://iyamagazine.com/lagos-agency-asks-public-for-identity-of-child-abuser-in-viral-video/
stopintox.cm,https://stopintox.cm/2020/11/17/non-le-cameroun-na-pas-presente-la-moitie-des-effectifs-des-candidats-africains-en-medecine-au-cames-2020/#respond
stopintox.cm,https://stopintox.cm/2020/11/17/non-le-cameroun-na-pas-presente-la-moitie-des-effectifs-des-candidats-africains-en-medecine-au-cames-2020/#more-1067
stopintox.cm,https://stopintox.cm/2020/11/17/non-le-cameroun-na-pas-presente-la-moitie-des-effectifs-des-candidats-africains-en-medecine-au-cames-2020/
stopintox.cm,https://stopintox.cm/2023/04/20/oui-le-minsep-envisage-de-faire-revenir-andre-onana-au-sein-des-lions-indomptables/#more-2382
stopintox.cm,https://stopintox.cm/2023/04/17/desinformation-armelle-sitchoma-aux-usa-dans-le-cadre-dun-programme-specialise/
stopintox.cm,https://stopintox.cm/2023/04/20/oui-le-minsep-envisage-de-faire-revenir-andre-onana-au-sein-des-lions-indomptables/
stopintox.cm,https://stopintox.cm/2023/04/17/desinformation-armelle-sitchoma-aux-usa-dans-le-cadre-dun-programme-specialise/#respond
stopintox.cm,https://stopintox.cm/2023/04/20/oui-le-minsep-envisage-de-faire-revenir-andre-onana-au-sein-des-lions-indomptables/#respond
stopintox.cm,https://stopintox.cm/2023/04/17/desinformation-armelle-sitchoma-aux-usa-dans-le-cadre-dun-programme-specialise/#more-2376
www.237online.com,https://www.237online.com/le-ndole-du-cameroun-inscrit-au-patrimoine-mondial-de-lunesco-conquiert-le-monde/?utm_source=dlvr.it&utm_medium=twitter
stopintox.cm,https://stopintox.cm/2021/01/20/oui-la-dgsn-a-rendu-publics-des-numeros-whatsapp-pour-suivre-la-production-de-sa-cni/#comment-1841
stopintox.cm,https://stopintox.cm/2021/01/20/oui-la-dgsn-a-rendu-publics-des-numeros-whatsapp-pour-suivre-la-production-de-sa-cni/#comment-3856
stopintox.cm,https://stopintox.cm/2021/01/20/oui-la-dgsn-a-rendu-publics-des-numeros-whatsapp-pour-suivre-la-production-de-sa-cni/#shared-counts-email
stopintox.cm,https://stopintox.cm/2021/01/20/oui-la-dgsn-a-rendu-publics-des-numeros-whatsapp-pour-suivre-la-production-de-sa-cni/#comment-4031
stopintox.cm,https://stopintox.cm/2021/01/20/oui-la-dgsn-a-rendu-publics-des-numeros-whatsapp-pour-suivre-la-production-de-sa-cni/#comment-1761
stopintox.cm,https://stopintox.cm/tag/police-nationale/
stopintox.cm,https://stopintox.cm/2021/01/20/oui-la-dgsn-a-rendu-publics-des-numeros-whatsapp-pour-suivre-la-production-de-sa-cni/#respond
stopintox.cm,https://stopintox.cm/2021/01/20/oui-la-dgsn-a-rendu-publics-des-numeros-whatsapp-pour-suivre-la-production-de-sa-cni/#comments
stopintox.cm,https://stopintox.cm/2021/10/09/non-le-sultan-roi-des-bamoun-ne-sera-pas-enterre-avec-4-personnes-vivantes/#more-1409
stopintox.cm,https://stopintox.cm/2021/10/26/non-le-stade-de-douala-reunification-ne-va-pas-abriter-des-matchs-de-la-can-2021/#more-1464
stopintox.cm,https://stopintox.cm/2021/10/09/non-le-sultan-roi-des-bamoun-ne-sera-pas-enterre-avec-4-personnes-vivantes/
stopintox.cm,https://stopintox.cm/2021/10/26/non-le-stade-de-douala-reunification-ne-va-pas-abriter-des-matchs-de-la-can-2021/
www.afrikmag.com,https://www.afrikmag.com/centrafrique-president-cours-theorie-distribution/
stopintox.cm,https://stopintox.cm/2021/10/09/non-le-sultan-roi-des-bamoun-ne-sera-pas-enterre-avec-4-personnes-vivantes/#respond
stopintox.cm,https://stopintox.cm/2021/10/26/non-le-stade-de-douala-reunification-ne-va-pas-abriter-des-matchs-de-la-can-2021/#respond
stopintox.cm,https://stopintox.cm/2021/10/07/oui-le-president-centrafricain-donne-les-cours-a-luniversite-de-bangui/
stopintox.cm,https://stopintox.cm/2021/10/07/oui-le-president-centrafricain-donne-les-cours-a-luniversite-de-bangui/#more-1394
stopintox.cm,https://stopintox.cm/2021/10/07/oui-le-president-centrafricain-donne-les-cours-a-luniversite-de-bangui/#respond
becomingthemuse.net,https://becomingthemuse.net/2021/05/18/coffee-with-the-sceptre-specter-spectatcle/
stopintox.cm,https://stopintox.cm/2023/12/12/non-la-route-sur-cette-image-nest-pas-au-cameroun/
stopintox.cm,https://stopintox.cm/2023/12/12/non-la-route-sur-cette-image-nest-pas-au-cameroun/#respond
stopintox.cm,https://stopintox.cm/2023/12/12/non-la-route-sur-cette-image-nest-pas-au-cameroun/#more-2494
stopintox.cm,https://stopintox.cm/2021/11/29/non-patrice-motsepe-president-de-la-caf-na-pas-declare-que-le-cameroun-est-pret-a-99/#respond
stopintox.cm,https://stopintox.cm/2021/11/03/non-le-maire-de-waza-na-pas-restaure-la-dignite-du-sous-prefet-egratignee-par-le-prefet-jean-lazare-ndongo-ndongo/#respond
stopintox.cm,https://stopintox.cm/2021/11/20/non-le-gouverneur-de-la-region-du-littoral-ne-sest-pas-exprime-sur-la-candidature-de-samuel-etoo-a-la-fecafoot/#more-1495
stopintox.cm,https://stopintox.cm/2021/11/29/non-patrice-motsepe-president-de-la-caf-na-pas-declare-que-le-cameroun-est-pret-a-99/
stopintox.cm,https://stopintox.cm/2021/11/03/non-le-maire-de-waza-na-pas-restaure-la-dignite-du-sous-prefet-egratignee-par-le-prefet-jean-lazare-ndongo-ndongo/
stopintox.cm,https://stopintox.cm/2021/11/20/non-le-gouverneur-de-la-region-du-littoral-ne-sest-pas-exprime-sur-la-candidature-de-samuel-etoo-a-la-fecafoot/
stopintox.cm,https://stopintox.cm/2021/11/20/non-le-gouverneur-de-la-region-du-littoral-ne-sest-pas-exprime-sur-la-candidature-de-samuel-etoo-a-la-fecafoot/#respond
stopintox.cm,https://stopintox.cm/2021/11/03/non-le-maire-de-waza-na-pas-restaure-la-dignite-du-sous-prefet-egratignee-par-le-prefet-jean-lazare-ndongo-ndongo/#more-1486
stopintox.cm,https://stopintox.cm/2021/11/29/non-patrice-motsepe-president-de-la-caf-na-pas-declare-que-le-cameroun-est-pret-a-99/#more-1507
stopintox.cm,https://stopintox.cm/2020/06/23/oui-la-sosucam-recrute-un-infirmier-diplome-detat-accoucheur/#respond
stopintox.cm,https://stopintox.cm/2020/06/23/oui-la-sosucam-recrute-un-infirmier-diplome-detat-accoucheur/#more-881
stopintox.cm,https://stopintox.cm/2020/06/27/non-la-page-ernest-obama-officiel-nest-pas-celle-de-lex-dg-de-vision-4/#respond
stopintox.cm,https://stopintox.cm/2020/06/10/non-la-capture-contenant-lalerte-sur-larnaque-dans-les-banques-nest-pas-du-ministere-des-finances-du-cameroun-mais-le-phenomene-est-reel/#respond
stopintox.cm,https://stopintox.cm/2020/06/05/non-cette-image-avec-des-eleves-assis-a-meme-le-sol-dans-une-salle-de-classe-en-paillotte-nest-pas-prise-au-cameroun/#more-840
stopintox.cm,https://stopintox.cm/2020/06/05/non-cette-image-avec-des-eleves-assis-a-meme-le-sol-dans-une-salle-de-classe-en-paillotte-nest-pas-prise-au-cameroun/
stopintox.cm,https://stopintox.cm/2020/06/27/non-la-page-ernest-obama-officiel-nest-pas-celle-de-lex-dg-de-vision-4/
stopintox.cm,https://stopintox.cm/2020/06/10/non-la-capture-contenant-lalerte-sur-larnaque-dans-les-banques-nest-pas-du-ministere-des-finances-du-cameroun-mais-le-phenomene-est-reel/#more-850
stopintox.cm,https://stopintox.cm/2020/06/05/non-cette-image-avec-des-eleves-assis-a-meme-le-sol-dans-une-salle-de-classe-en-paillotte-nest-pas-prise-au-cameroun/#respond
stopintox.cm,https://stopintox.cm/2020/06/27/non-la-page-ernest-obama-officiel-nest-pas-celle-de-lex-dg-de-vision-4/#more-886
stopintox.cm,https://stopintox.cm/2020/06/23/oui-la-sosucam-recrute-un-infirmier-diplome-detat-accoucheur/
stopintox.cm,https://stopintox.cm/2020/06/10/non-la-capture-contenant-lalerte-sur-larnaque-dans-les-banques-nest-pas-du-ministere-des-finances-du-cameroun-mais-le-phenomene-est-reel/
